,Strategy Return,SPY Buy&Hold,DJIA Buy&Hold,Russell 2000 Buy&Hold
2019-11-01,-0.004321427697661792,0.009221310580126207,0.011072333470039553,0.01705744526168207
2019-11-04,0.012126124119192887,0.004009445027067571,0.004187238821174333,0.005064806657686383
2019-11-05,-0.009698466619756305,-0.0011066210605568116,0.0011107863446557786,0.0013825175915940235
2019-11-06,-0.007093484279507074,0.00022785256532298348,-2.5575067841288046e-06,-0.006315149603295822
2019-11-07,-0.012034140825890632,0.0035106541257263757,0.006606837553604805,0.0027956099230195264
2019-11-08,-0.03632693558001609,0.0024632551100047806,0.00023265584156284547,0.00305056543908222
2019-11-11,-0.01592310896035458,-0.001911907188112849,0.0003702183378102575,-0.0025613286761743126
2019-11-12,0.03416756194873817,0.0021057871267622374,0.0,0.00021942799641028188
2019-11-13,0.032088067346405666,0.0003237618427229805,0.0033203987758891884,-0.0037307717268051377
2019-11-14,-0.014288813482522866,0.0014545151028428904,-5.863007664075326e-05,-0.0002454489117331704
2019-11-15,-0.03601195710140341,0.007210451322340994,0.007992237163660931,0.004809638770711722
2019-11-18,-0.050686835413390405,0.0007373723807377885,0.0011181106386555228,-0.0025777725936322327
2019-11-19,-0.018260813885979024,-0.00028857307769136753,-0.0036519866641686605,0.0037297211714388823
2019-11-20,-0.02086056743631372,-0.0037255550039745344,-0.0040509235188324055,-0.004188258832353853
2019-11-21,-0.06029385000471874,-0.0016103359847932097,-0.0019716993347014267,-0.004818057446200008
2019-11-22,-0.08021689829098971,0.0022215075150118224,0.003929779633944364,0.003139074481597781
2019-11-25,0.0067154065364633635,0.007720284997467353,0.006823209625379079,0.020531226195824814
2019-11-26,0.024578904810645313,0.00226323265243078,0.00196514751805843,0.0014355287380984905
2019-11-27,0.026304546496492612,0.00444756630358345,0.0015037686569634445,0.006058333832869245
2019-11-29,0.03693273578189476,-0.003715668346902845,-0.004005663001734661,-0.00589210300821108
2020-01-02,-0.024193910172070898,0.009308557135069506,0.011509522968102814,-0.0010193877046695832
2020-01-03,0.03313310576397771,-0.0076010760061206994,-0.008135869061215217,-0.0035460750385558626
2020-01-06,0.004861267889597842,0.0038078567158805754,0.0023893306331572717,0.0014379792948915338
2020-01-07,-0.04326283223392435,-0.0028158694580016075,-0.004179001154462014,-0.002980490993318874
2020-01-08,0.01773350788201966,0.005315450823220047,0.005631049962477874,0.0031788504373517767
2020-01-09,-0.0012674027086952422,0.006757726122562424,0.007341566464916127,0.0008412142806273337
2020-01-10,-0.0060669514301533445,-0.002881822046069793,-0.004608153389082048,-0.004424198640162302
2020-01-13,-0.012594290743483338,0.006853810949214001,0.002885159341913024,0.007195144544974497
2020-01-14,0.06384928757918135,-0.0015257994940975905,0.0011277785044967459,0.0036647954853243903
2020-01-15,0.06812729184222804,0.002257364773998738,0.0031240650592927466,0.003966506984576235
2020-01-16,0.033743760081410445,0.008283891028053603,0.009169607441224414,0.013472757571095784
2020-01-17,0.04482386071318811,0.003107847009557574,0.0017208068863947545,-0.0032776449393683293
2020-01-21,0.005506366652747174,-0.001960091227837246,-0.0051947433944778965,-0.008116912228588014
2020-01-22,0.01556809806791315,0.00012060559891846623,-0.00033467437573264647,-0.0008545458470052836
2020-01-23,-0.004539963509558986,0.0011462074383752352,-0.0008973889557903902,0.00032648982646765745
2020-01-24,0.0011533211835665913,-0.008932891281594912,-0.005859342693783631,-0.013611441706882665
2020-01-27,0.04125277108024783,-0.016159095398514012,-0.015782178784171208,-0.010942602524948164
2020-01-28,0.024072150919569935,0.010424544132979996,0.006533492921002804,0.008581586756537085
2020-01-29,0.02501376579836645,-0.0008262512386689735,0.0004037645266716794,-0.0054966157201912225
2020-01-30,0.023313754031924705,0.003240089115092104,0.004340406021638543,-0.0006065311565492948
2020-01-31,-0.03784379502408863,-0.018324795170170383,-0.021130268930134477,-0.020943119768297436
2020-02-03,0.014710413790039567,0.0074010407840274794,0.005075613001906731,0.011182120622048153
2020-02-04,-0.008577707346244523,0.015126274656383387,0.014257838180832039,0.014935034727339591
2020-02-05,0.14957942601858587,0.011481938993649798,0.01663485478482407,0.015066088592547544
2020-02-06,0.0017580841126711988,0.0033591628141573793,0.0030311590796170407,-0.0026553028367519715
2020-02-07,-0.006872244732589294,-0.0053440319606234965,-0.009481909605637995,-0.012404744038919446
2020-02-10,0.006810505534418532,0.00743764104276412,0.0059716706117249885,0.006551491741667803
2020-02-11,0.018314149596776907,0.0017315476517207884,-1.641136870134119e-05,0.005883087931290554
2020-02-12,0.030368007502871386,0.006422032482420015,0.009352118256476416,0.007051043689634717
2020-02-13,-0.0024479659076099836,-0.001067509715573678,-0.004344558270602761,0.0025774951947585834
2020-02-14,0.03489328413934256,0.0016009765673361542,-0.0008578671816241723,-0.0036435717958607228
2020-02-18,0.02301329843021982,-0.0025804130781894585,-0.005658888114252747,-0.00240867284608548
2020-02-19,-0.09157573370510708,0.004769798847799933,0.003954918476340552,0.005361200990415149
2020-02-20,-0.025807210247446477,-0.0041165488642125325,-0.004372661207495909,0.002065726282850733
2020-02-21,0.018396006245772867,-0.010351723417161729,-0.007818660919582499,-0.01034771716728411
2020-02-24,-0.06176631871859417,-0.03372781118432755,-0.03623051978166636,-0.03055238550782402
2020-02-25,-0.06454550978204576,-0.030770894386574987,-0.03195791193033948,-0.035128581476282505
2020-02-26,-0.11145466425260686,-0.003684877788394658,-0.004580760709243847,-0.012251095371110132
2020-02-27,0.02075783595692826,-0.04595155161637976,-0.04518422830884283,-0.03598990321962692
2020-02-28,-0.03033029416144295,-0.0042102693708470085,-0.013963070768689079,-0.014417047650130854
2020-03-18,-0.009472536725621428,-0.05195970179699394,-0.06509742208988811,-0.11009025850097132
2020-03-19,0.08405221658337814,0.0021227536344596842,0.009416816261770933,0.06596829868571152
2020-03-20,-0.015241521965450033,-0.04405032111122065,-0.046528095214313225,-0.04329453451422349
2020-03-25,-0.02314664112139697,0.01485928310234197,0.023656283829666336,0.012533485174884618
2020-03-26,0.0024875862299915674,0.05674872336548464,0.061804126865173004,0.06109225393155171
2020-03-27,0.0024752353724437626,-0.030238377398897676,-0.04143667656462391,-0.04180840545569353
